groupResult.Bipolar.ID	groupResult.Bipolar.chrom	groupResult.Bipolar.loc.start	groupResult.Bipolar.loc.end	groupResult.Bipolar.num.mark	groupResult.Bipolar.seg.mean
X.Bipolar.qn.7	12	14547229	14571986	7	-0.2162
X.Bipolar.qn.7	12	14576011	54402468	9383	0.0057
X.Bipolar.qn.7	12	54402697	54402717	4	-0.4014
X.Bipolar.qn.7	12	54402888	71834859	5248	0.0103
X.Bipolar.qn.7	12	71835737	71850942	8	0.2432
X.Bipolar.qn.7	12	71862327	113229534	8864	0.0076
X.Bipolar.qn.7	12	113229582	113229584	2	0.6824
X.Bipolar.qn.7	12	113229617	133779169	9866	-0.0182
X.Bipolar.qn.7	13	19448912	107148020	13973	0.0106
X.Bipolar.qn.7	13	107149107	107182539	10	0.2026
X.Bipolar.qn.7	13	107183030	113445870	2562	0.0018
X.Bipolar.qn.7	13	113453623	113464532	18	0.1669
X.Bipolar.qn.7	13	113465004	114298906	1183	-0.0217
X.Bipolar.qn.7	13	114302328	114303277	6	0.2433
X.Bipolar.qn.7	13	114303538	114786451	137	-0.0256
X.Bipolar.qn.7	13	114786825	114786904	4	0.238
X.Bipolar.qn.7	13	114789306	114800309	18	-0.0486
X.Bipolar.qn.7	13	114800796	114804587	15	0.1432
X.Bipolar.qn.7	13	114804875	115094006	353	-0.0142
X.Bipolar.qn.7	14	19613906	20404281	13	0.5139
X.Bipolar.qn.7	14	20469394	89016862	16786	0.0099
X.Bipolar.qn.7	14	89016979	89017002	3	-0.3643
X.Bipolar.qn.7	14	89017615	93720802	1869	-0.0065
X.Bipolar.qn.7	14	93725377	93736028	3	0.2169
X.Bipolar.qn.7	14	93751718	101430337	3322	0.0025
X.Bipolar.qn.7	14	101431056	101460254	65	-0.1926
X.Bipolar.qn.7	14	101462633	106878186	3914	-0.0259
X.Bipolar.qn.7	14	106878213	106916953	6	0.3402
X.Bipolar.qn.7	14	106931455	107288070	59	0.0153
X.Bipolar.qn.7	15	20152530	43826637	5908	0.0021
X.Bipolar.qn.7	15	43924717	43994504	9	-0.3303
X.Bipolar.qn.7	15	44036757	51660650	1870	0.0139
X.Bipolar.qn.7	15	51661218	51673434	11	0.2213
X.Bipolar.qn.7	15	51678558	59563366	1826	0.0086
X.Bipolar.qn.7	15	59563393	59608231	24	0.1831
X.Bipolar.qn.7	15	59609650	102513445	15201	4e-04
X.Bipolar.qn.7	16	85741	3507875	5142	-0.0402
X.Bipolar.qn.7	16	3507895	3507899	2	-1.396
X.Bipolar.qn.7	16	3508002	90163073	27548	-0.014
X.Bipolar.qn.7	17	3075	29645782	12960	-0.0186
X.Bipolar.qn.7	17	29647977	29648811	4	0.2561
X.Bipolar.qn.7	17	29649427	44208035	7622	-0.0121
X.Bipolar.qn.7	17	44213797	44269794	30	0.2276
X.Bipolar.qn.7	17	44270211	78808570	14828	-0.0113
X.Bipolar.qn.7	17	78809852	78809873	2	-0.5624
X.Bipolar.qn.7	17	78811536	81060259	3549	-0.0379
X.Bipolar.qn.7	18	10862	64238258	10523	2e-04
X.Bipolar.qn.7	18	64266420	64271765	8	-0.2536
X.Bipolar.qn.7	18	64307792	74686281	1373	-0.0032
X.Bipolar.qn.7	18	74688171	74738988	49	0.1768
X.Bipolar.qn.7	18	74744520	78012216	1396	-0.0257
X.Bipolar.qn.7	19	264871	3474599	3795	-0.0508
X.Bipolar.qn.7	19	3478662	3480363	2	0.4644
X.Bipolar.qn.7	19	3480508	13137642	7099	-0.0408
X.Bipolar.qn.7	19	13138055	13155130	9	0.1684
X.Bipolar.qn.7	19	13155548	49990752	16433	-0.0308
X.Bipolar.qn.7	19	49990766	49990808	3	-0.4174
X.Bipolar.qn.7	19	49990882	51105087	949	-0.0249
X.Bipolar.qn.7	19	51107558	51107560	2	-1.5348
X.Bipolar.qn.7	19	51108184	59097644	4900	-0.0191
X.Bipolar.qn.7	2	18435	4184127	2167	-4e-04
X.Bipolar.qn.7	2	4188377	4188382	2	0.6455
X.Bipolar.qn.7	2	4188400	25117857	5031	0.0048
X.Bipolar.qn.7	2	25135609	25142117	13	-0.2054
X.Bipolar.qn.7	2	25142185	47593044	6808	0.0027
X.Bipolar.qn.7	2	47595451	47596092	5	-0.2778
X.Bipolar.qn.7	2	47596136	105853269	11895	0.0104
X.Bipolar.qn.7	2	105853494	105858101	13	0.1579
X.Bipolar.qn.7	2	105858139	129244189	4955	0.0037
X.Bipolar.qn.7	2	129245177	129250637	7	0.2082
X.Bipolar.qn.7	2	129250690	176793622	7926	0.019
X.Bipolar.qn.7	2	176803118	176829282	5	-0.2628
X.Bipolar.qn.7	2	176846399	208977742	6350	0.0191
X.Bipolar.qn.7	2	208988453	208990238	11	-0.2264
X.Bipolar.qn.7	2	208994274	243031026	11789	0.0019
X.Bipolar.qn.7	20	68112	423042	180	-0.0221
X.Bipolar.qn.7	20	430488	443679	20	0.2303
X.Bipolar.qn.7	20	447168	62948134	20501	-0.0054
X.Bipolar.qn.7	21	10990890	36116761	3174	0.0076
X.Bipolar.qn.7	21	36117511	36118114	6	0.2662
X.Bipolar.qn.7	21	36118936	40470671	1397	0.0054
X.Bipolar.qn.7	21	40476688	40477951	3	-0.4112
X.Bipolar.qn.7	21	40486835	48091011	4444	-0.0182
X.Bipolar.qn.7	22	16868045	39097857	9093	-0.0168
X.Bipolar.qn.7	22	39101190	39101671	7	0.1889
X.Bipolar.qn.7	22	39101703	39190195	79	-0.0162
X.Bipolar.qn.7	22	39190279	39194043	7	0.1718
X.Bipolar.qn.7	22	39195866	51222011	6659	-0.0254
X.Bipolar.qn.7	3	64070	11618166	2424	0.0066
X.Bipolar.qn.7	3	11623526	11634536	12	0.1727
X.Bipolar.qn.7	3	11636168	53926047	12745	0.0027
X.Bipolar.qn.7	3	53926056	53926598	7	0.292
X.Bipolar.qn.7	3	53926684	101422343	6139	0.0236
X.Bipolar.qn.7	3	101430248	101446936	22	-0.2108
X.Bipolar.qn.7	3	101450783	195424838	20982	0.0155
X.Bipolar.qn.7	3	195426049	195463368	16	0.1858
X.Bipolar.qn.7	3	195466741	197840782	1225	-0.0224
X.Bipolar.qn.7	4	43882	1202599	1122	-0.0384
X.Bipolar.qn.7	4	1202653	1203168	15	-0.2359
X.Bipolar.qn.7	4	1203653	38287836	8417	-0.004
X.Bipolar.qn.7	4	38288669	38316117	7	0.2554
X.Bipolar.qn.7	4	38320637	47976754	1849	3e-04
X.Bipolar.qn.7	4	47976983	47984349	8	-0.2243
X.Bipolar.qn.7	4	47984394	89273316	5985	0.0136
X.Bipolar.qn.7	4	89282134	89333243	17	-0.183
X.Bipolar.qn.7	4	89341324	190943979	14551	0.0164
X.Bipolar.qn.7	5	12322	139135269	26024	0.0153
X.Bipolar.qn.7	5	139135590	139135602	2	0.5566
X.Bipolar.qn.7	5	139135794	140553150	927	0.017
X.Bipolar.qn.7	5	140554819	140557249	4	0.6975
X.Bipolar.qn.7	5	140559871	145825690	1832	0.0284
X.Bipolar.qn.7	5	145825855	145826002	2	-0.1883
X.Bipolar.qn.7	5	145826525	156874275	3060	0.0146
X.Bipolar.qn.7	5	156883553	156886259	5	0.2384
X.Bipolar.qn.7	5	156886415	178973820	6356	0.0024
X.Bipolar.qn.7	5	178976985	178977406	10	-0.2934
X.Bipolar.qn.7	5	178978234	180876284	1164	-0.0163
X.Bipolar.qn.7	6	154566	31148657	12749	0.0138
X.Bipolar.qn.7	6	31148666	31164924	8	-0.2582
X.Bipolar.qn.7	6	31164952	32063838	2418	-0.0127
X.Bipolar.qn.7	6	32063874	32064671	21	-0.1841
X.Bipolar.qn.7	6	32064677	32371235	795	-0.0086
X.Bipolar.qn.7	6	32371488	32372373	5	-0.3493
X.Bipolar.qn.7	6	32372377	32452388	65	0.0589
X.Bipolar.qn.7	6	32490444	32551949	10	-0.6219
X.Bipolar.qn.7	6	32552039	42747983	6257	0.0011
X.Bipolar.qn.7	6	42749071	42749811	6	-0.3054
X.Bipolar.qn.7	6	42750452	44214729	1111	-0.0202
X.Bipolar.qn.7	6	44214738	44216937	9	0.186
X.Bipolar.qn.7	6	44217559	67741714	2877	0.0239
X.Bipolar.qn.7	6	67768895	68478676	14	-0.1906
X.Bipolar.qn.7	6	68595425	161560623	16710	0.0162
X.Bipolar.qn.7	6	161560695	161561121	4	0.2897
X.Bipolar.qn.7	6	161563558	163998574	410	0.0451
X.Bipolar.qn.7	6	164000190	164009896	10	0.2148
X.Bipolar.qn.7	6	164011498	171033352	3302	0.0062
X.Bipolar.qn.7	7	41525	531583	234	-0.0077
X.Bipolar.qn.7	7	534834	543509	16	0.1395
X.Bipolar.qn.7	7	544577	26132589	8640	-0.0132
X.Bipolar.qn.7	7	26137796	26143257	4	-0.4864
X.Bipolar.qn.7	7	26156403	27154264	357	0.0097
X.Bipolar.qn.7	7	27154305	27154562	4	-0.3682
X.Bipolar.qn.7	7	27154660	29501147	1131	0.0421
X.Bipolar.qn.7	7	29511267	29535924	23	0.239
X.Bipolar.qn.7	7	29544369	73256925	7724	0.0093
X.Bipolar.qn.7	7	73257045	73257083	3	-0.4983
X.Bipolar.qn.7	7	73257498	77045539	1103	-0.0405
X.Bipolar.qn.7	7	77045887	77045902	2	-0.6526
X.Bipolar.qn.7	7	77046134	96638339	3016	0.0213
X.Bipolar.qn.7	7	96639411	96643539	18	0.1953
X.Bipolar.qn.7	7	96643686	112727204	4852	-0.01
X.Bipolar.qn.7	7	112727423	112740317	8	0.2608
X.Bipolar.qn.7	7	112740518	124905776	1693	0.0259
X.Bipolar.qn.7	7	124987511	125064855	5	-0.3156
X.Bipolar.qn.7	7	125070385	159023827	11101	-0.0022
X.Bipolar.qn.7	8	176533	56602170	13758	0.0012
X.Bipolar.qn.7	8	56652350	56669017	6	-0.2723
X.Bipolar.qn.7	8	56669927	82754313	4634	0.0194
X.Bipolar.qn.7	8	82754452	82754900	4	-0.4154
X.Bipolar.qn.7	8	82755111	92053433	835	0.0131
X.Bipolar.qn.7	8	92053718	92088904	23	0.1781
X.Bipolar.qn.7	8	92094082	146295100	14324	0.0022
X.Bipolar.qn.7	9	73704	2621918	405	0.0301
X.Bipolar.qn.7	9	2622143	2622150	3	-0.3772
X.Bipolar.qn.7	9	2622490	115913783	12036	0.0137
X.Bipolar.qn.7	9	115915314	115926922	7	0.1869
X.Bipolar.qn.7	9	115939385	141102504	10590	-0.0138
X.Bipolar.qn.8	1	69591	1022642	412	0.0087
X.Bipolar.qn.8	1	1022900	1023319	6	-0.3371
X.Bipolar.qn.8	1	1023891	1256513	464	0.0063
X.Bipolar.qn.8	1	1258554	1266652	30	-0.2529
X.Bipolar.qn.8	1	1266657	249219611	70904	-0.002
X.Bipolar.qn.8	10	96730	35502688	9888	-6e-04
X.Bipolar.qn.8	10	35503876	35504007	3	-0.6514
X.Bipolar.qn.8	10	35504193	69835125	4610	0.0078
X.Bipolar.qn.8	10	69835215	69835323	7	-0.5352
X.Bipolar.qn.8	10	69836236	71892093	875	-0.0056
X.Bipolar.qn.8	10	71892293	71893159	13	-0.2243
X.Bipolar.qn.8	10	71896835	134595671	19916	0.0016
X.Bipolar.qn.8	10	134595985	134597358	10	0.2447
X.Bipolar.qn.8	10	134597884	135498991	1287	0.0086
X.Bipolar.qn.8	11	189654	134945853	43359	-0.0017
X.Bipolar.qn.8	12	186000	95720729	24179	8e-04
X.Bipolar.qn.8	12	95729906	95730175	2	-0.5931
X.Bipolar.qn.8	12	95745719	113229534	5373	0.0016
X.Bipolar.qn.8	12	113229582	113229584	2	-0.724
X.Bipolar.qn.8	12	113229617	133779169	9866	-0.001
X.Bipolar.qn.8	13	19448912	115094006	18279	0.0032
X.Bipolar.qn.8	14	19613906	20403845	12	-0.475
X.Bipolar.qn.8	14	20404281	96797241	20005	-0.0018
X.Bipolar.qn.8	14	96828507	96828517	2	-0.6715
X.Bipolar.qn.8	14	96828670	106860175	5955	0.0035
X.Bipolar.qn.8	14	106878186	106932032	9	-0.3904
X.Bipolar.qn.8	14	106936070	107288070	57	0.0031
X.Bipolar.qn.8	15	20152530	24285115	334	-0.0064
X.Bipolar.qn.8	15	24506381	24506388	2	-1.4633
X.Bipolar.qn.8	15	24672032	102513445	24513	0.0032
X.Bipolar.qn.8	16	85741	32289757	14818	-0.0021
X.Bipolar.qn.8	16	32323497	33619269	15	-0.3517
X.Bipolar.qn.8	16	33817457	90163073	17859	0.0018
X.Bipolar.qn.8	17	3075	8378795	6817	-0.0074
X.Bipolar.qn.8	17	8379050	8384809	18	-0.2122
X.Bipolar.qn.8	17	8385773	44159144	13738	-0.0012
X.Bipolar.qn.8	17	44178504	44341754	63	0.3056
X.Bipolar.qn.8	17	44344142	55038442	3979	0.0035
X.Bipolar.qn.8	17	55038508	55038699	7	-0.3273
X.Bipolar.qn.8	17	55038735	81060259	14373	-9e-04
X.Bipolar.qn.8	18	10862	10930	4	0.4003
X.Bipolar.qn.8	18	10935	78012216	13345	0.0067
X.Bipolar.qn.8	19	264871	59097644	33192	-0.0088
X.Bipolar.qn.8	2	18435	10977876	4124	0.0092
X.Bipolar.qn.8	2	10978145	10978753	3	-0.4679
X.Bipolar.qn.8	2	10978967	243031026	52850	0.0014
X.Bipolar.qn.8	20	68112	4991554	2294	-0.0028
X.Bipolar.qn.8	20	4991784	4991786	2	-0.7358
X.Bipolar.qn.8	20	5004919	62948134	18405	0.0059
X.Bipolar.qn.8	21	10990890	48091011	9024	0.0061
X.Bipolar.qn.8	22	16868045	46562022	13271	-0.0021
X.Bipolar.qn.8	22	46565809	46566529	3	-0.5121
X.Bipolar.qn.8	22	46571660	51222011	2571	0.0048
X.Bipolar.qn.8	3	64070	53926047	15181	-5e-04
X.Bipolar.qn.8	3	53926056	53926101	3	-0.9528
X.Bipolar.qn.8	3	53926156	197840782	28388	1e-04
X.Bipolar.qn.8	4	43882	190943979	31971	0.006
X.Bipolar.qn.8	5	12322	3932233	2900	0.0174
X.Bipolar.qn.8	5	3961212	3980447	9	-0.2556
X.Bipolar.qn.8	5	3980512	134169007	21154	0.003
X.Bipolar.qn.8	5	134180705	134208021	23	-0.4393
X.Bipolar.qn.8	5	134208721	135416331	660	0.0213
X.Bipolar.qn.8	5	135416381	135416412	4	-0.5467
X.Bipolar.qn.8	5	135416529	140553150	2203	-0.0093
X.Bipolar.qn.8	5	140554819	140557249	4	-0.6634
X.Bipolar.qn.8	5	140559871	180876284	12429	4e-04
X.Bipolar.qn.8	6	154566	255877	39	0.0215
X.Bipolar.qn.8	6	257261	323570	36	-0.4503
X.Bipolar.qn.8	6	327422	29648468	9900	0
X.Bipolar.qn.8	6	29648507	29648901	9	-0.3793
X.Bipolar.qn.8	6	29649024	29838356	181	0.0079
X.Bipolar.qn.8	6	29854740	29910778	32	-0.5684
X.Bipolar.qn.8	6	29913343	32549631	5872	-0.0096
X.Bipolar.qn.8	6	32551749	32551949	2	0.9388
X.Bipolar.qn.8	6	32552039	32708543	20	0.1578
X.Bipolar.qn.8	6	32708899	32966622	638	-0.0326
X.Bipolar.qn.8	6	32967930	32968406	2	-0.4488
X.Bipolar.qn.8	6	32972047	171033352	30050	0.0035
X.Bipolar.qn.8	7	41525	1844232	2211	0
X.Bipolar.qn.8	7	1847567	1855709	11	-0.3731
X.Bipolar.qn.8	7	1857272	7111870	3532	-0.0086
X.Bipolar.qn.8	7	7136382	7165860	12	-0.4755
X.Bipolar.qn.8	7	7176176	83824296	14325	0.006
X.Bipolar.qn.8	7	83824373	83824481	4	-0.3364
X.Bipolar.qn.8	7	83824617	123197661	8464	0.0019
X.Bipolar.qn.8	7	123197757	123198384	14	-0.2508
X.Bipolar.qn.8	7	123198553	159023827	11361	0.0021
X.Bipolar.qn.8	8	176533	11666540	3797	-8e-04
X.Bipolar.qn.8	8	11666594	11666810	4	-0.5799
X.Bipolar.qn.8	8	11668491	144632475	27927	0.0038
X.Bipolar.qn.8	8	144635309	144635610	5	-0.607
X.Bipolar.qn.8	8	144636448	146295100	1851	0.0017
X.Bipolar.qn.8	9	73704	141102504	23041	0.002
X.Bipolar.qn.9	1	69591	6434560	5433	-0.036
X.Bipolar.qn.9	1	6438350	6445893	5	-0.2912
X.Bipolar.qn.9	1	6445901	17004764	5455	-0.001
X.Bipolar.qn.9	1	17012728	17278349	47	-0.2291
X.Bipolar.qn.9	1	17281819	43638119	13259	0
X.Bipolar.qn.9	1	43638360	43643537	10	-0.1795
X.Bipolar.qn.9	1	43649423	148929710	18442	0.0063
X.Bipolar.qn.9	1	149105795	149231370	27	-0.4306
X.Bipolar.qn.9	1	149239082	161519989	6616	0.0036
X.Bipolar.qn.9	1	161574664	161592001	12	0.2428
X.Bipolar.qn.9	1	161609384	249219611	22511	0.0071
X.Bipolar.qn.9	10	96730	13770043	5056	4e-04
X.Bipolar.qn.9	10	13771107	13771169	2	-0.7689
X.Bipolar.qn.9	10	13771383	135498991	31551	-0.0015
X.Bipolar.qn.9	11	189654	69981382	25738	-0.0071
X.Bipolar.qn.9	11	69982916	69982996	2	-0.5064
X.Bipolar.qn.9	11	69984795	118901842	11795	0.0048
X.Bipolar.qn.9	11	118902213	118902351	3	-0.4606
X.Bipolar.qn.9	11	118912759	130786536	4620	0.0015
X.Bipolar.qn.9	11	130786565	130786575	2	-0.93
X.Bipolar.qn.9	11	130786633	134945853	1199	-1e-04
X.Bipolar.qn.9	12	186000	54402468	15430	0.0054
X.Bipolar.qn.9	12	54402697	54402717	4	-1.0789
X.Bipolar.qn.9	12	54402888	58003774	2469	-7e-04
X.Bipolar.qn.9	12	58003898	58004992	10	-0.1871
X.Bipolar.qn.9	12	58005191	113229534	11641	0.0102
X.Bipolar.qn.9	12	113229582	113229584	2	-0.5328
X.Bipolar.qn.9	12	113229617	133779169	9866	-6e-04
X.Bipolar.qn.9	13	19448912	115094006	18279	0.0015
X.Bipolar.qn.9	14	19613906	20502658	19	-0.232
X.Bipolar.qn.9	14	20503947	36989550	4766	0.002
X.Bipolar.qn.9	14	36989570	36989588	3	-0.3621
X.Bipolar.qn.9	14	36989922	86448847	11691	0.0102
X.Bipolar.qn.9	14	86470644	86480145	3	-0.5056
X.Bipolar.qn.9	14	86502432	88367865	103	0.0108
X.Bipolar.qn.9	14	88400737	88411975	3	-0.4629
X.Bipolar.qn.9	14	88437623	101405842	5366	-0.0032
X.Bipolar.qn.9	14	101406708	101455260	99	-0.1588
X.Bipolar.qn.9	14	101456433	105155825	2675	-0.0129
X.Bipolar.qn.9	14	105156388	105156395	2	-0.4555
X.Bipolar.qn.9	14	105156566	107288070	1310	-0.0357
X.Bipolar.qn.9	15	20152530	22560148	37	-0.2671
X.Bipolar.qn.9	15	22783583	24285115	297	0.0107
X.Bipolar.qn.9	15	24506381	24506388	2	-0.7299
X.Bipolar.qn.9	15	24672032	102513445	24513	0.0033
X.Bipolar.qn.9	16	85741	34456429	14938	-0.0058
X.Bipolar.qn.9	16	34473993	34741823	39	0.1913
X.Bipolar.qn.9	16	34760531	57728758	3781	-1e-04
X.Bipolar.qn.9	16	57729104	57729107	2	-0.4485
X.Bipolar.qn.9	16	57730587	70057262	3834	0.001
X.Bipolar.qn.9	16	70185658	70196247	7	-0.2025
X.Bipolar.qn.9	16	70284928	72096368	941	0.0095
X.Bipolar.qn.9	16	72096449	72106315	4	-0.3881
X.Bipolar.qn.9	16	72115941	90163073	9146	-0.0105
X.Bipolar.qn.9	17	3075	3375043	2656	-0.0024
X.Bipolar.qn.9	17	3375209	3375211	2	-0.4796
X.Bipolar.qn.9	17	3375574	34434265	11799	-0.0014
X.Bipolar.qn.9	17	34445934	34479862	7	-0.3145
X.Bipolar.qn.9	17	34817706	44159144	6109	-0.0013
X.Bipolar.qn.9	17	44178504	44292898	61	0.1773
X.Bipolar.qn.9	17	44336887	81060259	18361	-0.0082
X.Bipolar.qn.9	18	10862	78012216	13349	0.0054
X.Bipolar.qn.9	19	264871	59097644	33192	0.002
X.Bipolar.qn.9	2	18435	196641	46	0.0032
X.Bipolar.qn.9	2	198618	218970	15	0.1622
X.Bipolar.qn.9	2	229027	860421	457	-0.0088
X.Bipolar.qn.9	2	860809	863946	5	-0.2913
X.Bipolar.qn.9	2	865075	30664075	9190	0.0013
X.Bipolar.qn.9	2	30669385	30669952	7	-0.3182
X.Bipolar.qn.9	2	30670015	133670347	21959	0.0073
X.Bipolar.qn.9	2	133672357	133672861	3	-0.3805
X.Bipolar.qn.9	2	133694716	180408307	8312	0.0057
X.Bipolar.qn.9	2	180415141	180421490	2	-0.469
X.Bipolar.qn.9	2	180425431	234262173	11733	0.0058
X.Bipolar.qn.9	2	234262200	234262214	2	-0.4928
X.Bipolar.qn.9	2	234262348	243031026	5246	-0.0087
X.Bipolar.qn.9	20	68112	4991554	2294	0.0071
X.Bipolar.qn.9	20	4991784	5004919	3	0.3143
X.Bipolar.qn.9	20	5009618	30134188	4323	0.0087
X.Bipolar.qn.9	20	30134929	30135362	8	-0.3677
X.Bipolar.qn.9	20	30136329	35402175	2669	0.0071
X.Bipolar.qn.9	20	35402295	35402300	3	-0.3322
X.Bipolar.qn.9	20	35402306	62948134	11401	-0.0044
X.Bipolar.qn.9	21	10990890	48091011	9024	-0.0023
X.Bipolar.qn.9	22	16868045	17955976	236	0.0182
X.Bipolar.qn.9	22	17955981	17956641	6	-0.1668
X.Bipolar.qn.9	22	17959388	39354115	9030	-0.0015
X.Bipolar.qn.9	22	39377247	39378382	3	-0.5357
X.Bipolar.qn.9	22	39395536	41939981	1324	0.0053
X.Bipolar.qn.9	22	41940470	41940697	8	0.229
X.Bipolar.qn.9	22	41940855	51222011	5238	-0.0118
X.Bipolar.qn.9	3	64070	101439952	21329	0.0035
X.Bipolar.qn.9	3	101441433	101443479	12	-0.2908
X.Bipolar.qn.9	3	101443481	105086573	289	0.02
X.Bipolar.qn.9	3	105086940	105087206	3	-0.3609
X.Bipolar.qn.9	3	105087242	195339050	20696	0.0082
X.Bipolar.qn.9	3	195423806	195454921	14	0.2269
X.Bipolar.qn.9	3	195456627	197840782	1229	0.003
X.Bipolar.qn.9	4	43882	76932026	14842	-0.0026
X.Bipolar.qn.9	4	76932131	76933117	10	-0.2473
X.Bipolar.qn.9	4	76943062	103759425	4264	0.0105
X.Bipolar.qn.9	4	103780165	103782243	5	-0.354
X.Bipolar.qn.9	4	103787113	190943979	12849	0.0057
X.Bipolar.qn.9	5	12322	758136	658	-0.0227
X.Bipolar.qn.9	5	758260	777465	14	-0.304
X.Bipolar.qn.9	5	784832	139135269	25352	0.0059
X.Bipolar.qn.9	5	139135590	139135602	2	-0.4502
X.Bipolar.qn.9	5	139135794	141348202	1758	-0.0057
X.Bipolar.qn.9	5	141348243	141348279	4	-0.2895
X.Bipolar.qn.9	5	141348342	180876284	11598	0.0021
X.Bipolar.qn.9	6	154566	29648381	9972	0.0048
X.Bipolar.qn.9	6	29648400	29648901	12	-0.2416
X.Bipolar.qn.9	6	29649024	29838356	181	0.0221
X.Bipolar.qn.9	6	29854740	29910778	32	-0.6351
X.Bipolar.qn.9	6	29913343	29943425	21	0.0537
X.Bipolar.qn.9	6	29943460	29943480	3	-0.4243
X.Bipolar.qn.9	6	29943677	31164776	2531	-0.0016
X.Bipolar.qn.9	6	31164804	31164924	5	-0.4466
X.Bipolar.qn.9	6	31164952	31237824	32	-0.0606
X.Bipolar.qn.9	6	31238036	31239320	4	-1.6548
X.Bipolar.qn.9	6	31239324	31276797	31	-0.0038
X.Bipolar.qn.9	6	31322121	31325000	9	-0.4412
X.Bipolar.qn.9	6	31325058	32490444	3229	-0.0146
X.Bipolar.qn.9	6	32492390	32525979	4	-1.1387
X.Bipolar.qn.9	6	32526263	32552042	7	-0.2326
X.Bipolar.qn.9	6	32552453	33084985	800	0.0027
X.Bipolar.qn.9	6	33085063	33094829	18	-0.1521
X.Bipolar.qn.9	6	33095664	171033352	29890	9e-04
X.Bipolar.qn.9	7	41525	6887836	5738	-0.016
X.Bipolar.qn.9	7	6910741	7111870	16	-0.2196
X.Bipolar.qn.9	7	7136382	26132589	3136	0.0087
X.Bipolar.qn.9	7	26137796	26143257	4	-0.7515
X.Bipolar.qn.9	7	26156403	99691652	14635	0.0044
X.Bipolar.qn.9	7	99691720	99691734	2	-0.6546
X.Bipolar.qn.9	7	99691833	159023827	16403	6e-04
X.Bipolar.qn.9	8	176533	599525	146	-0.0137
X.Bipolar.qn.9	8	599963	600488	4	-0.3913
X.Bipolar.qn.9	8	600555	8084126	2123	-0.0156
X.Bipolar.qn.9	8	8084974	8086146	3	-1.1756
X.Bipolar.qn.9	8	8109054	29157026	6357	0.0031
X.Bipolar.qn.9	8	29157101	29191145	12	-0.2334
X.Bipolar.qn.9	8	29193340	49426532	3946	0.0106
X.Bipolar.qn.9	8	49427275	49428346	5	-0.3064
X.Bipolar.qn.9	8	49430059	82754313	5802	0.0103
X.Bipolar.qn.9	8	82754452	82754900	4	-0.4797
X.Bipolar.qn.9	8	82755111	146295100	15182	-0.0027
X.Bipolar.qn.9	9	73704	125133318	14404	0.0071
X.Bipolar.qn.9	9	125136454	125136480	2	-0.5953
X.Bipolar.qn.9	9	125137380	132258775	3137	-0.0017
X.Bipolar.qn.9	9	132258855	132258857	2	-0.5717
X.Bipolar.qn.9	9	132260007	141102504	5496	-0.0237
X.Bipolar.qn.10	1	69591	117911467	41373	-0.0133
X.Bipolar.qn.10	1	117913096	118066288	10	0.2586
X.Bipolar.qn.10	1	118077997	161574664	7912	-0.0114
X.Bipolar.qn.10	1	161575319	161609384	12	-0.2959
X.Bipolar.qn.10	1	161655029	192955285	6564	0.03
X.Bipolar.qn.10	1	192983012	193000833	6	0.3259
X.Bipolar.qn.10	1	193024276	205818956	4000	-8e-04
X.Bipolar.qn.10	1	205819179	205819609	10	-0.3421
X.Bipolar.qn.10	1	205820014	210125754	1336	-0.0034
X.Bipolar.qn.10	1	210162620	210373737	15	0.1745
X.Bipolar.qn.10	1	210386888	211434492	203	-0.003
X.Bipolar.qn.10	1	211460879	211477789	5	0.2836
X.Bipolar.qn.10	1	211484221	219351218	1738	0.023
X.Bipolar.qn.10	1	219358252	219383604	7	0.278
X.Bipolar.qn.10	1	219394304	249219611	8626	0.0132
X.Bipolar.qn.10	10	96730	105730465	26541	0.0054
X.Bipolar.qn.10	10	105737205	105767944	7	0.2447
X.Bipolar.qn.10	10	105778345	116854499	2227	0.0033
X.Bipolar.qn.10	10	116856408	117466603	16	0.2531
X.Bipolar.qn.10	10	117559046	134594987	6516	-0.0311
X.Bipolar.qn.10	10	134595014	134598352	18	-0.2681
X.Bipolar.qn.10	10	134598359	135498991	1284	-0.0507
X.Bipolar.qn.10	11	189654	2018247	2612	-0.0522
X.Bipolar.qn.10	11	2018439	2019129	7	-0.3146
X.Bipolar.qn.10	11	2019436	13397054	5408	-0.0073
X.Bipolar.qn.10	11	13461782	13461837	4	0.3599
X.Bipolar.qn.10	11	13461901	124071642	31700	-0.0041
X.Bipolar.qn.10	11	124094053	124143414	12	0.2866
X.Bipolar.qn.10	11	124146203	134945853	3616	-0.0121
X.Bipolar.qn.10	12	186000	4609407	2208	-0.0093
X.Bipolar.qn.10	12	4616445	4644363	7	0.2541
X.Bipolar.qn.10	12	4645224	10325581	2606	-0.002
X.Bipolar.qn.10	12	10325732	10330843	4	-0.3346
X.Bipolar.qn.10	12	10331614	28406200	3767	0.0472
X.Bipolar.qn.10	12	28409714	28657738	23	0.3026
X.Bipolar.qn.10	12	28658134	55462600	7501	-0.0078
X.Bipolar.qn.10	12	55467038	55979866	56	0.1964
X.Bipolar.qn.10	12	56013655	56367689	354	-0.0298
X.Bipolar.qn.10	12	56367780	56368226	6	-0.2766
X.Bipolar.qn.10	12	56376553	90674723	6436	0.0293
X.Bipolar.qn.10	12	90681636	90940598	12	0.2805
